Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,READM-30-PN-HRRP,419,,0.8808,13.1590,14.9404,47,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-COPD-HRRP,N/A,,0.9542,17.3094,18.1397,Too Few to Report,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HF-HRRP,84,,1.0171,20.2233,19.8838,18,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ALTA VISTA REGIONAL HOSPITAL,320003,NM,READM-30-PN-HRRP,149,,0.9725,14.6317,15.0456,20,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-AMI-HRRP,N/A,,0.9504,15.4486,16.2546,Too Few to Report,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-COPD-HRRP,138,,0.9183,17.0030,18.5149,17,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HF-HRRP,122,,0.9556,20.2920,21.2343,22,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-HIP-KNEE-HRRP,225,,1.1206,4.8192,4.3004,13,07/01/2015,06/30/2018
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,READM-30-PN-HRRP,233,,0.8509,14.4167,16.9436,23,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-AMI-HRRP,257,,0.9523,12.3591,12.9787,29,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-COPD-HRRP,422,,1.0568,18.9134,17.8964,84,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-HF-HRRP,374,,0.9545,17.8431,18.6940,64,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-HIP-KNEE-HRRP,478,,1.0663,4.1395,3.8821,21,07/01/2015,06/30/2018
SAN JUAN REGIONAL MEDICAL CENTER,320005,NM,READM-30-PN-HRRP,679,,0.9536,15.9278,16.7034,105,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-AMI-HRRP,182,,1.0711,16.9995,15.8707,35,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-COPD-HRRP,154,,1.0677,19.4924,18.2565,35,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HF-HRRP,241,,0.9187,19.9699,21.7367,43,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.8855,3.1378,3.5437,Too Few to Report,07/01/2015,06/30/2018
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,READM-30-PN-HRRP,308,,0.9959,15.9964,16.0617,49,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-AMI-HRRP,532,,0.9165,12.9635,14.1440,64,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-CABG-HRRP,186,,0.9654,11.7565,12.1781,21,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-COPD-HRRP,118,,0.9697,18.9468,19.5384,20,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HF-HRRP,506,,0.8608,17.7635,20.6360,81,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-HIP-KNEE-HRRP,251,,1.0739,4.2456,3.9536,12,07/01/2015,06/30/2018
LOVELACE MEDICAL CENTER,320009,NM,READM-30-PN-HRRP,279,,0.9632,16.3002,16.9224,43,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-COPD-HRRP,80,,1.0265,17.5745,17.1204,16,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HF-HRRP,58,,0.9972,19.2567,19.3113,11,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9549,3.7530,3.9304,Too Few to Report,07/01/2015,06/30/2018
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,READM-30-PN-HRRP,146,,0.8957,13.0086,14.5233,12,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-COPD-HRRP,N/A,,0.9719,15.1849,15.6243,Too Few to Report,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-HF-HRRP,N/A,,0.9373,15.5469,16.5862,Too Few to Report,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0020,3.2556,3.2490,Too Few to Report,07/01/2015,06/30/2018
GILA REGIONAL MEDICAL CENTER,320016,NM,READM-30-PN-HRRP,186,,0.9597,12.6789,13.2111,21,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-COPD-HRRP,N/A,,0.9517,15.4598,16.2445,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HF-HRRP,N/A,,0.9681,18.1823,18.7806,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.2816,4.5239,3.5299,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WOMEN'S HOSPITAL,320017,NM,READM-30-PN-HRRP,N/A,,0.9112,12.8063,14.0544,Too Few to Report,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-AMI-HRRP,172,,1.0102,13.6169,13.4792,24,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-CABG-HRRP,N/A,,1.0951,13.5669,12.3888,Too Few to Report,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-COPD-HRRP,183,,1.0270,18.0355,17.5622,35,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HF-HRRP,229,,1.0091,20.2855,20.1021,47,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0266,3.9935,3.8899,Too Few to Report,07/01/2015,06/30/2018
MEMORIAL MEDICAL CENTER,320018,NM,READM-30-PN-HRRP,366,,1.0608,16.9618,15.9902,66,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-AMI-HRRP,595,,0.9327,12.4229,13.3187,70,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-CABG-HRRP,N/A,,0.8791,10.3568,11.7813,Too Few to Report,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-COPD-HRRP,390,,0.9631,17.6477,18.3246,66,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HF-HRRP,730,,0.9014,18.3809,20.3905,128,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-HIP-KNEE-HRRP,1299,,0.9807,3.5693,3.6397,46,07/01/2015,06/30/2018
PRESBYTERIAN HOSPITAL,320021,NM,READM-30-PN-HRRP,1010,,0.8387,12.7966,15.2583,118,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-COPD-HRRP,145,,0.9020,16.3027,18.0748,16,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HF-HRRP,84,,0.9526,18.9333,19.8754,13,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0705,4.4622,4.1685,Too Few to Report,07/01/2015,06/30/2018
PLAINS REGIONAL MEDICAL CENTER,320022,NM,READM-30-PN-HRRP,237,,0.8674,13.5965,15.6748,23,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-COPD-HRRP,N/A,,0.9679,15.3429,15.8521,Too Few to Report,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HF-HRRP,N/A,,1.0194,19.4492,19.0786,Too Few to Report,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-HIP-KNEE-HRRP,N/A,,1.0389,3.8803,3.7352,Too Few to Report,07/01/2015,06/30/2018
ARTESIA GENERAL HOSPITAL,320030,NM,READM-30-PN-HRRP,89,,1.0429,13.8693,13.2984,15,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-COPD-HRRP,N/A,,1.0160,15.9159,15.6657,Too Few to Report,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HF-HRRP,N/A,,1.0094,18.9711,18.7949,Too Few to Report,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOS ALAMOS MEDICAL CENTER,320033,NM,READM-30-PN-HRRP,122,,0.9790,13.3963,13.6832,15,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-COPD-HRRP,N/A,,1.0013,15.2115,15.1924,Too Few to Report,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HF-HRRP,94,,0.9799,19.3752,19.7733,17,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,320038,NM,READM-30-PN-HRRP,249,,1.0448,16.5082,15.8000,44,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SANTA FE PHS INDIAN HOSPITAL,320057,NM,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MESCALERO PHS INDIAN HOSPITAL,320058,NM,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HF-HRRP,58,,1.0672,19.3164,18.1005,15,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHERN NAVAJO MEDICAL CENTER,320059,NM,READM-30-PN-HRRP,165,,1.0285,13.4810,13.1072,24,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,320060,NM,READM-30-PN-HRRP,N/A,,1.0058,14.4613,14.3784,Too Few to Report,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-COPD-HRRP,N/A,,0.9908,14.6011,14.7368,Too Few to Report,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-HF-HRRP,74,,1.0303,19.2434,18.6772,16,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GALLUP INDIAN MEDICAL CENTER,320061,NM,READM-30-PN-HRRP,209,,1.1609,15.0843,12.9939,41,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CROWNPOINT HEALTHCARE FACILITY,320062,NM,READM-30-PN-HRRP,N/A,,0.9784,12.7181,12.9988,Too Few to Report,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-AMI-HRRP,N/A,,1.0460,11.5946,11.0851,Too Few to Report,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-COPD-HRRP,105,,0.9864,16.1903,16.4133,16,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-HF-HRRP,114,,0.9054,16.4316,18.1480,13,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARLSBAD MEDICAL CENTER,320063,NM,READM-30-PN-HRRP,237,,0.9655,14.4588,14.9753,32,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-AMI-HRRP,N/A,,0.9651,13.9995,14.5057,Too Few to Report,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-COPD-HRRP,108,,0.9518,17.2949,18.1707,15,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-HF-HRRP,107,,0.9592,19.1304,19.9439,18,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LEA REGIONAL MEDICAL CENTER,320065,NM,READM-30-PN-HRRP,112,,1.0046,16.6918,16.6148,19,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-COPD-HRRP,N/A,,1.0063,14.2176,14.1281,Too Few to Report,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GUADALUPE COUNTY HOSPITAL,320067,NM,READM-30-PN-HRRP,N/A,,0.9726,13.9271,14.3199,Too Few to Report,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DHHS USPHS INDIAN HEALTH SERVICES,320070,NM,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-COPD-HRRP,N/A,,1.0041,18.3446,18.2698,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-HF-HRRP,N/A,,1.0051,20.1914,20.0886,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-HIP-KNEE-HRRP,N/A,,0.9810,4.1043,4.1839,Too Few to Report,07/01/2015,06/30/2018
LOVELACE WESTSIDE HOSPITAL,320074,NM,READM-30-PN-HRRP,93,,0.9904,14.6422,14.7835,13,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-COPD-HRRP,97,,1.0560,17.4896,16.5629,21,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-HF-HRRP,63,,1.0216,20.1865,19.7592,14,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ROOSEVELT GENERAL HOSPITAL,320084,NM,READM-30-PN-HRRP,N/A,,0.9726,13.2669,13.6403,Too Few to Report,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-AMI-HRRP,231,,1.0010,13.3963,13.3833,31,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-CABG-HRRP,111,,0.9995,13.5243,13.5307,15,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-COPD-HRRP,260,,0.9869,18.0736,18.3128,46,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-HF-HRRP,395,,0.9879,19.6786,19.9203,77,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-HIP-KNEE-HRRP,331,,1.1231,4.4653,3.9760,17,07/01/2015,06/30/2018
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,NM,READM-30-PN-HRRP,555,,0.9909,15.2425,15.3822,84,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-COPD-HRRP,N/A,,0.9547,16.5794,17.3661,Too Few to Report,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-HF-HRRP,72,,1.0089,18.7201,18.5546,14,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-HIP-KNEE-HRRP,289,,1.1570,4.5784,3.9573,16,07/01/2015,06/30/2018
LOVELACE REGIONAL HOSPITAL - ROSWELL,320086,NM,READM-30-PN-HRRP,87,,1.0218,14.4994,14.1896,14,07/01/2015,06/30/2018
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,READM-30-HF-HRRP,N/A,,0.9428,19.0344,20.1898,Too Few to Report,07/01/2015,06/30/2018
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,NM,READM-30-HIP-KNEE-HRRP,291,,1.0711,4.3654,4.0756,14,07/01/2015,06/30/2018
